person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic
Irene Georgina Quiñónez Vargas,irenegeorginaquiñónezvargas,irenegeorginaquiñónezvargas@hotmail.com,24020735593,1993-07-08,Privada Yucatán 943 593  San Isabel de la Montaña ,1-575-134-6640x53325,81:23:15:50:7a:3c,153.146.184.187,GB31QJYO0157068955658,2025-11-12 19:23:44,33221,118,276,1114224
Alejandro Mascareñas,alejandromascareñas,alejandromascareñas@yahoo.com,42921894418,2025-02-19,Cerrada Gonzales 295 Edif. 731   Depto. 556  San M,694.447.6875,88:86:dc:55:34:fb,129.235.103.213,GB61UCYB3763853815204,2025-04-30 16:43:41,12167,317,437,1671239
Ing. Camilo Jiménez,ing.camilojiménez,ing.camilojiménez@hotmail.com,48366228509,1952-02-12,Avenida Norte Cortés 677 Interior 142  San Benjamí,1-107-947-7006,6b:fc:9c:81:28:19,26.157.242.190,GB30LDIE5995697695212,2025-08-20 13:40:30,34717,640,687,952430
Natividad Aida Villanueva Alonso,natividadaidavillanuevaalonso,natividadaidavillanuevaalonso@hotmail.com,95637200619,2016-07-19,Prolongación Kiribati 933 543  Nueva Georgia  GTO ,792.812.5754x48782,49:81:0b:98:ea:5f,159.153.196.172,GB09GALQ2009658582761,2025-02-05 03:52:11,17913,295,19,1349762
Ángela Caballero Padrón,ángelacaballeropadrón,ángelacaballeropadrón@hotmail.com,88308299382,1955-02-14,Peatonal Uruguay 636 Edif. 592   Depto. 230  San J,422.743.2379x78889,22:37:76:eb:cb:dd,162.68.66.87,GB30XWRC8401810739230,2025-10-10 16:44:39,13089,135,724,866781
Lorena Luisa Acuña,lorenaluisaacuña,lorenaluisaacuña@gmail.com,84126767783,1919-10-01,Andador Sur Véliz 609 712  San Isabela de la Monta,00786623110,7d:ba:35:99:21:5f,196.206.196.23,GB78CRXW8102793838499,2025-06-28 20:22:43,26945,536,590,1876674
Camila Rafaél Mercado,camilarafaélmercado,camilarafaélmercado@hotmail.com,41286818251,1971-06-10,Corredor Frías 424 791  Vieja Kiribati  GRO 23303,880.657.4338,a3:e6:63:8e:e3:38,142.168.205.225,GB51KHKD6435129441636,2025-03-20 02:54:02,30559,189,151,97804
Margarita Valverde,margaritavalverde,margaritavalverde@gmail.com,24348556309,1942-02-23,Privada Qatar 743 Edif. 577   Depto. 181  San Aria,+06(9)2581891419,66:bf:7b:ea:c6:65,204.26.1.31,GB19MPPN1735898609927,2024-12-17 05:55:11,22214,738,348,1781185
Minerva Soledad Barreto,minervasoledadbarreto,minervasoledadbarreto@yahoo.com,15608616916,1927-02-07,Pasaje Casárez 893 Interior 881  San Gregorio de l,1-663-912-1438,ff:bb:d4:3e:64:fe,75.77.118.176,GB95JITO0838791699880,2025-11-30 06:02:50,25795,76,13,1424559
Aurora Amador Mercado Anaya,auroraamadormercadoanaya,auroraamadormercadoanaya@hotmail.com,09610188600,1910-12-13,Eje vial Islas Salomón 108 Interior 270  Nueva Nig,+96(3)6546774429,c7:d9:ba:55:de:1a,41.173.237.252,GB68RGJJ6392751193169,2025-08-13 18:13:29,27019,355,348,1126736
Emilia Eric Huerta Regalado,emiliaerichuertaregalado,emiliaerichuertaregalado@yahoo.com,04555490533,1927-07-30,Callejón Nayarit 739 476  San Alejandro los bajos ,225.748.6453,82:10:25:41:e6:a6,104.15.104.154,GB58KAIJ9543546627970,2025-09-04 01:02:17,12038,336,52,1456179
Tania Alonso Sanabria,taniaalonsosanabria,taniaalonsosanabria@hotmail.com,13855918093,1925-01-08,Viaducto Veracruz de Ignacio de la Llave 654 Inter,349-815-0836x4359,38:a7:27:6b:87:a3,134.45.18.164,GB45HGPQ0000808399273,2025-05-26 08:48:18,24381,932,556,1233163
Cristobal Sotelo,cristobalsotelo,cristobalsotelo@yahoo.com,20376373336,1937-03-17,Cerrada Chile 910 Edif. 836   Depto. 232  San Este,984.252.4124,bb:43:7a:e4:9b:62,108.209.7.225,GB34WMDA7077285536439,2025-02-08 23:42:10,17905,986,394,1082505
María Cristina Puente Valentín,maríacristinapuentevalentín,maríacristinapuentevalentín@yahoo.com,32251955939,1934-07-17,Viaducto Sur Montero 717 546  Nueva India  NL 4646,711.145.8609x058,96:89:41:0b:30:47,10.63.72.189,GB15QHEC1062794982681,2025-11-22 23:49:05,20883,665,348,992211
Ing. Vanesa Valdez,ing.vanesavaldez,ing.vanesavaldez@yahoo.com,19149291965,1980-07-13,Diagonal Sinaloa 482 625  Vieja Sudán del Sur  HGO,401-796-8923x51566,fa:07:79:66:a3:ee,17.161.116.45,GB14RSON5297067181683,2025-01-07 08:34:55,16770,217,247,526136
Clemente Salas Calderón,clementesalascalderón,clementesalascalderón@hotmail.com,01756938328,1944-11-17,Peatonal Durango 375 115  Nueva Panamá  COAH 11478,067.525.2075x046,cf:88:c0:b3:a0:1a,85.201.118.188,GB87ZTFK7512432505014,2025-01-10 09:02:00,35042,154,744,1621077
Dolores Zelaya,doloreszelaya,doloreszelaya@hotmail.com,19699203972,1967-02-03,Circuito Escobedo 489 497  San José de la Montaña ,+51(2)1388092513,b5:14:f3:7b:4e:4c,164.176.193.131,GB69NGBD2686433228155,2025-11-19 04:15:49,4013,674,139,714905
Karla Cotto,karlacotto,karlacotto@gmail.com,64027720073,1992-08-12,Pasaje Armenia 115 Edif. 117   Depto. 973  Vieja S,03714937548,1a:0b:70:38:1d:f6,20.35.160.97,GB18KEIP9368244608214,2025-07-21 01:30:35,7216,179,23,36447
Conchita Ceja,conchitaceja,conchitaceja@hotmail.com,50766951995,1916-04-12,Continuación San Vicente y las Granadinas 164 Inte,506-422-3567x428,51:12:93:f4:7f:52,186.97.110.62,GB14HCMA2351409215185,2025-08-10 13:35:24,30687,437,381,1189538
Adriana Toledo,adrianatoledo,adrianatoledo@yahoo.com,57992046177,1995-06-30,Continuación Jalisco 293 163  San Alejandro los ba,1-920-734-1658x4082,a6:b1:dc:88:6a:cc,99.105.202.93,GB26WTHV1729663898732,2025-03-26 08:15:16,21440,224,649,1467936
Lic. Rosario Cepeda,lic.rosariocepeda,lic.rosariocepeda@hotmail.com,94438294301,2008-03-17,Privada Trujillo 407 Interior 200  Vieja Papua Nue,1-384-700-4465,d8:bb:93:02:13:70,25.25.90.207,GB83SKQS1213792625958,2025-11-19 12:52:47,30415,937,508,670235
Paulina Rocío Zambrano,paulinarocíozambrano,paulinarocíozambrano@yahoo.com,28727996549,2017-12-08,Cerrada Puebla 941 Edif. 102   Depto. 860  Nueva M,1-035-138-8097x844,13:e5:79:f8:4f:c1,207.134.23.231,GB35QPKZ4755791443380,2025-05-06 15:02:17,10020,696,217,198277
Lic. Linda Treviño,lic.lindatreviño,lic.lindatreviño@yahoo.com,80037073840,1928-12-15,Diagonal Cervantes 652 Edif. 265   Depto. 604  Nue,01476457518,5b:46:09:b1:a6:60,168.163.88.160,GB41KOMT9051881197627,2025-02-06 04:25:19,16005,553,556,910117
Horacio Garibay Botello,horaciogaribaybotello,horaciogaribaybotello@hotmail.com,40402416636,1969-11-24,Peatonal Sur Ballesteros 198 Interior 276  San Sus,1-046-629-0577x4910,86:4f:3b:a0:75:6f,84.150.82.225,GB42BWTN1044356610716,2025-01-28 17:30:26,870,471,91,1791861
Arturo Amelia Haro Raya,arturoameliaharoraya,arturoameliaharoraya@hotmail.com,96071256133,1917-04-07,Circuito Jáquez 352 Edif. 504   Depto. 460  San Mi,+60(8)2457964871,ec:31:58:05:24:ea,188.33.176.166,GB78DAPR0951837701463,2025-04-22 15:56:43,24923,659,619,1746632
Ramiro Frida Mares Lemus,ramirofridamareslemus,ramirofridamareslemus@hotmail.com,96727942680,1945-07-09,Retorno Sur Flores 145 109  San Citlali de la Mont,+86(0)0318640236,2d:15:68:fb:3a:ae,14.152.125.21,GB77QPAW0186296566143,2025-11-05 23:53:55,22097,523,209,1019245
Ana Luisa Espinosa Ávalos,analuisaespinosaávalos,analuisaespinosaávalos@yahoo.com,51701683685,1982-03-25,Boulevard Véliz 622 873  Nueva Argelia  JAL 03247-,(086)790-7590x2014,60:14:9d:6b:62:9c,17.86.177.93,GB85OUDH8655515621565,2025-03-11 11:19:06,27506,513,665,1179354
Ana Paz,anapaz,anapaz@gmail.com,09077112747,2006-11-20,Pasaje Sur Valverde 122 Edif. 682   Depto. 922  Nu,1-488-341-1059x9586,35:1d:06:b2:b4:4f,207.253.239.33,GB72HIPE8100074766340,2025-05-31 00:30:04,33360,508,553,674699
José Eduardo Yeni Herrera Cervántez,joséeduardoyeniherreracervántez,joséeduardoyeniherreracervántez@gmail.com,67052274353,1969-04-18,Cerrada Yucatán 332 766  San Abigail los altos  TA,1-080-809-0019x5028,6a:4e:06:47:82:55,71.31.213.229,GB98NLFI9635864063190,2025-06-07 23:59:02,16650,328,679,916646
Luis Manuel Olga Villalobos Nieto,luismanuelolgavillalobosnieto,luismanuelolgavillalobosnieto@yahoo.com,49946419105,1959-05-17,Continuación Puebla 421 Edif. 247   Depto. 943  Nu,1-489-939-7879x93849,b9:b3:ed:e7:18:cc,123.86.118.105,GB97CDAP3588571017174,2025-08-17 06:35:48,24422,357,177,568738
Perla Ramírez,perlaramírez,perlaramírez@hotmail.com,55374862997,2025-03-16,Corredor Amador 788 Interior 840  San Wilfrido los,412-128-9726,2f:c0:51:89:aa:58,190.150.50.120,GB11GDRF2161147157060,2025-08-26 04:27:49,27023,282,429,1496272
Juana Colunga,juanacolunga,juanacolunga@yahoo.com,93704749915,1928-11-14,Corredor Nueva Zelandia 748 Edif. 915   Depto. 401,1-612-339-0967,0b:30:6f:cf:ff:72,135.68.32.120,GB02SQZV1361402858246,2025-08-04 17:12:22,24606,75,136,815102
Micaela García Quintanilla,micaelagarcíaquintanilla,micaelagarcíaquintanilla@gmail.com,07378606029,1962-03-22,Circunvalación Colombia 046 Interior 700  Nueva Bh,356.793.8442x97322,8f:43:ca:fc:98:90,23.1.228.123,GB80XKPV0990744225077,2025-11-18 13:55:46,4509,707,208,167873
Gabriela Benavídez Palomo,gabrielabenavídezpalomo,gabrielabenavídezpalomo@yahoo.com,34519264450,2000-07-14,Retorno Campeche 825 575  San Bernardo los bajos  ,+52(9)6313266056,8c:ce:cf:9a:27:31,20.154.232.2,GB02ZWBC7366609349775,2025-05-19 17:07:35,24315,561,643,1269233
Octavio Micaela Alba,octaviomicaelaalba,octaviomicaelaalba@gmail.com,23368767523,2013-06-21,Periférico Sur Flores 424 Interior 713  San Pamela,428.831.8901x921,77:a2:9e:f4:33:a8,58.204.210.49,GB67RQRA1442945056981,2025-11-21 07:28:03,18200,534,15,857986
Sr(a). Sonia Montes,sr(a).soniamontes,sr(a).soniamontes@hotmail.com,20610050815,1921-12-15,Callejón República Democrática del Congo 483 622  ,(339)005-7998,39:b3:1c:63:6a:4e,161.252.207.82,GB67MRMX8867991332254,2025-05-19 15:28:44,13832,630,49,606278
Susana Eugenio de León Solís,susanaeugeniodeleónsolís,susanaeugeniodeleónsolís@gmail.com,31912724213,1995-10-26,Callejón Portugal 445 701  San Jaime los altos  DF,(720)723-1278x868,1f:f8:70:10:08:94,39.43.140.179,GB38OFGQ0449462223176,2024-12-16 14:24:00,7982,791,362,701716
Martha Cristian Esquivel Nieto,marthacristianesquivelnieto,marthacristianesquivelnieto@hotmail.com,15890296856,2011-03-20,Periférico Vela 816 Edif. 888   Depto. 145  San Ab,008.464.7933,bc:d7:c6:da:54:d3,108.48.167.55,GB70HWSK7806029404641,2025-11-07 10:20:55,10657,761,523,240656
María Luisa Sergio Blanco,maríaluisasergioblanco,maríaluisasergioblanco@yahoo.com,26938093239,2016-04-02,Eje vial Quintanilla 635 Edif. 141   Depto. 477  N,+49(1)1316488550,c2:84:e8:95:b9:61,106.2.225.84,GB81HFWP2496143848949,2025-02-23 18:45:18,3887,36,341,1064355
Dr. Claudia Colunga,dr.claudiacolunga,dr.claudiacolunga@gmail.com,71618962576,2000-09-06,Periférico Querétaro 828 184  Nueva Belarús  JAL 1,407.910.5907x729,3b:42:80:0a:fd:75,30.168.88.197,GB60BQDN0616509640385,2024-12-11 22:12:56,8415,613,43,1668076
Socorro Yolanda Olvera,socorroyolandaolvera,socorroyolandaolvera@hotmail.com,44186973895,1963-02-22,Andador Bustos 186 427  San Luis Miguel los altos ,986.433.3492,ed:7d:49:0b:77:35,123.209.254.186,GB16YUQW1265519500111,2025-06-05 20:15:56,19193,623,719,1930206
Graciela Solís,gracielasolís,gracielasolís@yahoo.com,42968100539,2014-09-23,Viaducto Baja California Sur 103 Interior 142  San,184.073.6380x132,70:9b:19:3d:03:f6,94.103.22.95,GB31CJSU0043495821838,2025-04-25 13:22:11,13779,567,676,1362573
Guillermina Roberto Sanches,guillerminarobertosanches,guillerminarobertosanches@hotmail.com,45290690218,2002-12-15,Circunvalación Sinaloa 750 873  San Adán los altos,563.267.3179x846,fd:41:da:b4:d6:b7,3.100.2.67,GB16BZTA8844838808933,2025-02-14 10:22:20,9487,938,541,1678567
Leticia Perea,leticiaperea,leticiaperea@hotmail.com,07292844839,1939-12-02,Andador Hernández 928 Interior 717  Nueva Malawi  ,07631510497,b8:7a:b3:97:f6:a0,59.142.116.72,GB56JLRH1230175276197,2025-02-07 01:51:37,34608,809,27,737288
Isaac Roque Hernádez,isaacroquehernádez,isaacroquehernádez@hotmail.com,44436931487,2016-01-30,Pasaje Sur Gutiérrez 228 Interior 847  San Wendoli,00475254195,81:0d:eb:e3:05:15,114.196.188.109,GB04EDZG0965097995035,2025-10-04 07:58:00,25115,421,550,1130131
Estela Isabela Cordero Elizondo,estelaisabelacorderoelizondo,estelaisabelacorderoelizondo@hotmail.com,15619714353,2011-04-04,Ampliación Norte Lara 081 702  Nueva Bolivia  MOR ,413.084.4954x9242,a9:ad:3a:28:d8:5c,98.158.165.196,GB75IIXY8363029549138,2025-07-25 03:48:45,31780,656,655,1269250
Ing. Isaac Covarrubias,ing.isaaccovarrubias,ing.isaaccovarrubias@gmail.com,15705608824,1911-12-26,Prolongación Sur Salas 588 Interior 975  Vieja Rep,954.444.8182x125,9a:d8:c9:fb:f9:a4,185.158.130.140,GB48KFBB6370054015756,2025-03-04 07:05:20,33422,410,106,360980
Pascual Henríquez Escamilla,pascualhenríquezescamilla,pascualhenríquezescamilla@yahoo.com,11199493435,1972-05-29,Prolongación Côte d'Ivoire 009 520  Nueva Túnez  D,660.356.9238,15:ef:3c:0e:4f:fe,67.156.81.33,GB55FRBN7109273308602,2025-08-23 19:31:27,8468,436,317,706286
Marisol Federico Pineda Palomo,marisolfedericopinedapalomo,marisolfedericopinedapalomo@yahoo.com,09970368701,1968-03-13,Prolongación Morelos 505 442  Vieja Nigeria  MOR 6,08909077208,7c:ea:01:a6:c2:fc,75.129.95.145,GB23LASS1209757590601,2025-01-03 20:32:00,31236,373,665,77194
Dr. Leonel Berríos,dr.leonelberríos,dr.leonelberríos@yahoo.com,66115545965,1981-10-18,Periférico Sur Ibarra 994 Interior 915  San Octavi,1-882-810-8007x586,4d:08:64:12:9d:5f,66.179.23.49,GB92ESJM3986805331973,2025-07-03 18:00:21,24445,841,566,245480
Karina Ulibarri Ybarra,karinaulibarriybarra,karinaulibarriybarra@gmail.com,33140598435,1986-10-12,Eje vial Eritrea 673 959  San Rocío de la Montaña ,(326)563-6830x4491,28:c8:3c:64:a4:e6,48.88.73.126,GB50AKZY6548857377646,2025-04-07 18:51:34,11045,568,703,268488
Francisca Leonardo Frías,franciscaleonardofrías,franciscaleonardofrías@hotmail.com,29859631888,1920-03-26,Prolongación Suecia 439 Edif. 169   Depto. 052  Sa,698-381-6431x554,ca:1d:ed:f8:94:2f,155.80.229.61,GB80YOIJ6931024887525,2025-07-09 17:40:30,31452,969,725,1848446
Felix Rubio Concepción,felixrubioconcepción,felixrubioconcepción@gmail.com,79186982561,1919-01-22,Cerrada Nayarit 437 Edif. 896   Depto. 968  San So,1-921-254-6992x331,d3:a9:3a:f9:f5:08,80.57.77.222,GB38ZJEO0296231680208,2025-02-25 02:26:15,35909,415,722,1840977
Alicia Gustavo Barreto,aliciagustavobarreto,aliciagustavobarreto@yahoo.com,45527391887,1959-05-09,Viaducto Tlaxcala 674 Interior 651  San Ángela los,1-697-450-1111x332,79:ef:b7:ea:9a:d7,58.190.37.43,GB10WXRJ9560239428937,2025-04-14 11:30:46,24277,461,596,1596761
Florencia Timoteo Guajardo Yáñez,florenciatimoteoguajardoyáñez,florenciatimoteoguajardoyáñez@hotmail.com,71280458051,1950-12-03,Corredor Solano 492 871  San Irma los altos  SON 3,1-146-236-5392,b8:a5:36:01:f6:91,13.139.133.109,GB56MMLE6620312915322,2025-10-22 17:19:02,23468,481,613,1295850
Úrsula Evelio Zarate Girón,úrsulaeveliozarategirón,úrsulaeveliozarategirón@gmail.com,67769266809,1993-08-19,Boulevard Norte Cavazos 633 608  Nueva Bolivia  CA,01112051754,4b:c0:89:01:e7:82,186.81.39.126,GB52TMHA8243620473814,2025-10-24 22:45:32,21722,917,87,1710069
Elena Mayorga Arevalo,elenamayorgaarevalo,elenamayorgaarevalo@yahoo.com,42915796090,1925-01-14,Circunvalación Guinea Ecuatorial 411 Interior 157 ,(268)888-7726,f0:52:d4:42:4f:41,160.248.200.70,GB92LPIV1934407727157,2025-03-20 16:59:14,23655,522,636,446332
Pilar Tórrez,pilartórrez,pilartórrez@yahoo.com,34312848095,1957-11-18,Calzada Sur Guzmán 120 Edif. 971   Depto. 314  San,352.405.7768,83:47:9d:3a:15:94,153.12.213.228,GB32MLMI2615654349267,2025-08-07 18:11:28,18354,347,594,1035484
Rosalia Ricardo Leiva,rosaliaricardoleiva,rosaliaricardoleiva@gmail.com,38114562937,2010-11-30,Ampliación Bosnia y Herzegovina 384 Edif. 217   De,(864)192-5720x00870,4e:70:f6:fd:ec:fb,70.102.184.67,GB78OGHR6333828651844,2025-02-08 14:14:03,8731,972,656,320350
Dr. Diego Gamez,dr.diegogamez,dr.diegogamez@gmail.com,79286486984,1938-11-18,Continuación Cadena 349 Interior 220  Nueva Marrue,1-225-485-2741,88:ff:72:cc:e9:eb,83.168.53.82,GB07VKSC4428126086599,2025-02-10 05:10:27,23098,646,243,883463
Sr(a). Marisela Muñiz,sr(a).mariselamuñiz,sr(a).mariselamuñiz@gmail.com,22378571537,2020-09-23,Callejón Segura 523 Edif. 971   Depto. 102  San Ja,04543087978,aa:a9:fb:e8:fc:87,84.157.129.63,GB63EHRN8242024782773,2025-09-03 14:20:44,27043,449,209,416088
Claudia César Lomeli Soria,claudiacésarlomelisoria,claudiacésarlomelisoria@yahoo.com,73467444847,1980-09-01,Circunvalación Casas 886 Interior 649  San Luz los,745-485-7104x8099,d1:ef:b1:d3:ac:28,99.188.138.38,GB10KXPD0677873812098,2025-10-28 15:33:07,21529,583,234,1609552
Cristian Barragán Varela,cristianbarragánvarela,cristianbarragánvarela@yahoo.com,02228231037,2024-02-24,Circunvalación Norte Rubio 557 470  Nueva Argelia ,08314539539,05:41:ab:4c:e4:cc,100.2.249.149,GB06FEZR3882868243314,2025-05-07 20:13:25,3229,574,607,405323
Karla Javier Rincón Vera,karlajavierrincónvera,karlajavierrincónvera@gmail.com,87066809416,1940-10-17,Ampliación Norte Calderón 092 Interior 458  San Re,1-574-890-6027x44814,ab:76:74:3c:67:de,77.187.69.40,GB21JFPL7079165176556,2025-03-23 01:59:30,29037,108,759,950421
Enrique Luz Roybal,enriqueluzroybal,enriqueluzroybal@yahoo.com,14320843411,1987-01-17,Andador Veracruz de Ignacio de la Llave 191 Edif. ,969.011.2588x524,61:32:f3:74:14:5e,95.74.50.177,GB66CSBP4679750055312,2025-07-06 12:51:53,19505,271,507,1283005
Armando Arcelia Ulloa Laboy,armandoarceliaulloalaboy,armandoarceliaulloalaboy@yahoo.com,25300973572,2003-12-14,Cerrada Gamboa 376 Edif. 270   Depto. 537  Nueva B,867-666-1691x425,32:20:4a:cc:0d:93,125.162.40.40,GB57MWPD4752025520711,2025-06-12 13:14:32,4299,0,567,1087637
Benito Samaniego Cordero,benitosamaniegocordero,benitosamaniegocordero@hotmail.com,24897863247,1924-12-29,Prolongación Altamirano 686 Edif. 803   Depto. 100,1-549-245-4996x18090,0f:c8:58:03:7f:2d,221.181.207.153,GB19VXZM2807098759669,2025-08-06 06:01:39,30159,988,689,444260
Daniel Jorge Luis Segura Pacheco,danieljorgeluissegurapacheco,danieljorgeluissegurapacheco@yahoo.com,62624918074,1911-02-02,Eje vial Bulgaria 904 967  Vieja Bolivia  AGS 0016,359-248-2670x2068,5b:f4:15:9f:7b:43,57.46.208.202,GB35BUOU6197950512724,2025-01-24 15:01:42,18107,35,786,743310
Emilia Dulce María Reyes,emiliadulcemaríareyes,emiliadulcemaríareyes@hotmail.com,16335974537,1993-03-15,Pasaje Guinea Bissau 177 Edif. 155   Depto. 746  N,741.519.6612x452,ec:12:f4:65:93:3f,222.9.185.96,GB12WIHN2479961438497,2025-02-06 02:11:37,28462,234,435,111451
Karina Angélica Escalante,karinaangélicaescalante,karinaangélicaescalante@yahoo.com,52700339212,1970-11-21,Prolongación Sur de la Garza 590 Interior 451  Nue,1-354-765-9736x90722,9c:ba:5b:6a:ba:4c,162.214.238.122,GB82OWZU1947433691758,2025-02-10 09:42:07,2952,841,347,1508809
Marisol Padilla Yáñez,marisolpadillayáñez,marisolpadillayáñez@hotmail.com,91360127103,1962-07-09,Ampliación Lituania 458 Edif. 653   Depto. 717  Sa,08019495029,3e:da:5b:48:fd:a1,53.155.233.136,GB51WYYW1879557851521,2025-06-22 01:39:35,28117,488,99,1992020
Hernán Mata Cisneros,hernánmatacisneros,hernánmatacisneros@yahoo.com,26389931366,1914-08-27,Peatonal Sur Padilla 149 Interior 069  San Horacio,437-853-3227x507,b9:d4:cb:4d:93:d5,200.129.99.221,GB18SFNN6575942225442,2025-11-30 06:49:14,33410,699,601,869432
Fidel Carreón,fidelcarreón,fidelcarreón@hotmail.com,49698492714,1931-11-10,Privada Líbano 676 Edif. 199   Depto. 767  Nueva G,845.540.5405,70:50:36:da:05:ae,52.202.14.232,GB42MNKH4236096286564,2025-02-24 12:34:41,8041,104,225,1268060
Jos Flavio Alva Cardona,josflavioalvacardona,josflavioalvacardona@hotmail.com,01178045553,1938-03-29,Calzada Kenya 645 Interior 201  Nueva Tonga  TLAX ,(966)822-2081,bf:b7:1c:84:9b:0e,136.160.39.25,GB84QMWY9541028610364,2025-08-22 02:21:22,219,611,421,1598605
Lic. Francisca Garica,lic.franciscagarica,lic.franciscagarica@hotmail.com,65166588551,1970-09-07,Continuación Sur Huerta 852 Edif. 970   Depto. 325,762-839-4607,d1:fc:58:67:b2:e4,172.90.74.204,GB67TPDB3824319915111,2025-11-22 15:17:22,13155,874,726,1411654
Dr. Benito Ontiveros,dr.benitoontiveros,dr.benitoontiveros@hotmail.com,43960970614,1985-02-04,Cerrada Niger 516 Edif. 357   Depto. 749  San Bern,043-627-1179x796,f8:53:81:af:6a:57,44.24.33.35,GB84CMGL6109430190156,2025-02-01 17:30:38,32959,297,582,1280328
Isabel Pérez,isabelpérez,isabelpérez@hotmail.com,25943655305,2025-08-26,Pasaje Norte Mora 002 Edif. 457   Depto. 228  San ,356-436-2155x180,32:dd:c5:c6:a7:92,81.234.128.7,GB68FTSB7705486389556,2025-10-16 14:55:19,25306,496,451,177226
Alfredo Zedillo Limón,alfredozedillolimón,alfredozedillolimón@gmail.com,93356582861,2012-03-04,Calle Campeche 723 446  Nueva Zimbabwe  COAH 68902,09431548051,fa:ad:22:44:67:75,21.91.73.45,GB45OKXZ9085874835802,2025-03-18 20:51:00,7614,501,176,1483537
Octavio Cano Malave,octaviocanomalave,octaviocanomalave@hotmail.com,05050634095,1911-12-10,Calzada Fierro 987 668  San Salvador los altos  HG,795-644-3814x67892,e4:4c:d6:8d:5c:60,131.33.132.154,GB59VZGV3468484022768,2025-03-26 02:38:50,100,960,788,533863
Hermelinda Garay Solís,hermelindagaraysolís,hermelindagaraysolís@yahoo.com,32260985356,2020-06-23,Periférico Campeche 521 342  Nueva Guinea  CHIS 92,1-995-299-0743x6723,39:08:1c:06:49:25,7.137.123.168,GB36KMNB9838051224904,2025-08-09 19:05:13,24499,394,92,538737
Bernabé Barrios,bernabébarrios,bernabébarrios@yahoo.com,88584971191,1935-02-12,Continuación Mozambique 723 Edif. 448   Depto. 818,1-371-761-8024,6d:c4:b9:98:15:d8,39.49.29.40,GB52TRKS7360994447456,2025-07-17 01:53:00,11241,43,235,932725
